reg,hex,operator,operator_legal,category,permit_no,permit_valid_until,model,type_icao,type_manufacturer,type_name,wing,seats,seats_raw,role,source_file,source_as_on,first_seen,registered_on,msn,year_of_manufacture,owner,lessor
VT-RPB,,Smart Wings Aviation,Smart Wings Aviation Pvt. Ltd.,non-scheduled,#09/2025,2030-07-23,EC130T2,EC30,Airbus Helicopters,Airbus H130,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2025-01-03,9667,2024,SMART WINGS AVIATION PVT LTD,-
VT-RPO,,Chipsan Aviation,Chipsan Aviation Pvt. Ltd.,non-scheduled,#04/2017,2029-05-22,BELL 407,B407,Bell,Bell 407,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2011-07-15,2011-05-05,,,,
VT-RRA,,Global Vectra Helicorp,Global Vectra Helicorp Limited,non-scheduled,#08/1998,2028-04-28,AS 350 B3e,AS50,Airbus Helicopters,Airbus H125 (AS350),RW,6,6/Aerial Work,aerial-work,ns-oper.pdf,2026-08-31,2018-05-01,2018-01-15,8449,2017,CHAILEASE INTERNATIONAL FINANCIAL SERVICES CO LTD,AAA ROTOR LTD
VT-RRB,,Global Vectra Helicorp,Global Vectra Helicorp Limited,non-scheduled,#08/1998,2028-04-28,AS 350 B3e,AS50,Airbus Helicopters,Airbus H125 (AS350),RW,6,6/Aerial Work,aerial-work,ns-oper.pdf,2026-08-31,2018-05-01,2018-01-15,8451,2017,CHAILEASE INTERNATIONAL FINANCIAL SERVICES CO LTD,AAA ROTOR LTD
VT-RRC,800C8D,Global Vectra Helicorp,Global Vectra Helicorp Limited,non-scheduled,#08/1998,2028-04-28,AW169,A169,Leonardo,Leonardo AW169,RW,8,8,passenger,ns-oper.pdf,2026-08-31,2018-05-01,2018-02-06,69066,2018,M/s VERTICAL AVIATION No.2 LTD.,M/s VERTICAL AVIATION No.2 LTD.
VT-RRD,,Global Vectra Helicorp,Global Vectra Helicorp Limited,non-scheduled,#08/1998,2028-04-28,BELL412 EP,B412,Bell,Bell 412,RW,13,13,passenger,ns-oper.pdf,2026-08-31,2018-10-31,2018-05-16,36588,2011,M/s AGRARFLUG HELILIFT GmbH & Co.KG,M/S AAA ROTOR LIMITED
VT-RRE,800D5F,Global Vectra Helicorp,Global Vectra Helicorp Limited,non-scheduled,#08/1998,2028-04-28,AW139,A139,Leonardo,Leonardo AW139,RW,15,15,passenger,ns-oper.pdf,2026-08-31,2019-03-31,2019-03-15,41333,2013,"Era Leasing Llc Ste.200 Houston, Texas 77024","Aaa Rotor Limited Dublin 4, Ireland"
VT-RRF,801429,Global Vectra Helicorp,Global Vectra Helicorp Limited,non-scheduled,#08/1998,2028-04-28,BELL412EP,B412,Bell,Bell 412,RW,13,13,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2021-03-12,36690,2014,TEXTRON FINANCIAL CORPORATION,TEXTRON FINANCIAL CORPORATION
VT-RRG,801457,Global Vectra Helicorp,Global Vectra Helicorp Limited,non-scheduled,#08/1998,2028-04-28,AW169,A169,Leonardo,Leonardo AW169,RW,8,8,passenger,ns-oper.pdf,2026-08-31,2025-09-30,,,,,
VT-RRH,,Global Vectra Helicorp,Global Vectra Helicorp Limited,non-scheduled,#08/1998,2028-04-28,AS 350 B3e,AS50,Airbus Helicopters,Airbus H125 (AS350),RW,6,6/Aerial Work,aerial-work,ns-oper.pdf,2026-08-31,2025-09-30,,,,,
VT-RRI,8014BF,Global Vectra Helicorp,Global Vectra Helicorp Limited,non-scheduled,#08/1998,2028-04-28,BELL412EP,B412,Bell,Bell 412,RW,13,13,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2022-05-09,36679,2014,MACQUARIE ROTORCRAFT LEASING (IRELAND) LIMITED,MACQUARIE ROTORCRAFT LEASING (IRELAND) LIMITED
VT-RRJ,8014EF,Global Vectra Helicorp,Global Vectra Helicorp Limited,non-scheduled,#08/1998,2028-04-28,BELL412EP,B412,Bell,Bell 412,RW,11,11,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2022-09-29,36704,2015,AAB ROTOR LIMITED,AAB ROTOR LIMITED
VT-RRK,80154F,Global Vectra Helicorp,Global Vectra Helicorp Limited,non-scheduled,#08/1998,2028-04-28,AW169,A169,Leonardo,Leonardo AW169,RW,8,8,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2023-02-03,69010,2017,LCI HELICOPTERS TWELVE LIMITED,LCI HELICOPTERS TWELVE LIMITED
VT-RRL,8015B6,Global Vectra Helicorp,Global Vectra Helicorp Limited,non-scheduled,#08/1998,2028-04-28,AW169,A169,Leonardo,Leonardo AW169,RW,8,8,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2023-02-06,69161,2023,SMFL LCI HELICOPTERS FOUR LIMITED,SMFL LCI HELICOPTERS FOUR LIMITED
VT-RRN,8015E8,Global Vectra Helicorp,Global Vectra Helicorp Limited,non-scheduled,#08/1998,2028-04-28,AW169,A169,Leonardo,Leonardo AW169,RW,8,8,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2023-01-12,69174,2023,VERTICAL AVIATION NO 1 LIMITED,VERTICAL AVIATION NO 1 LIMITED
VT-RRO,,Global Vectra Helicorp,Global Vectra Helicorp Limited,non-scheduled,#08/1998,2028-04-28,AW169,A169,Leonardo,Leonardo AW169,RW,10,10,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2025-08-28,69198,2025,SMFL LCI HELICOPTERS FOUR LIMITED,SMFL LCI HELICOPTERS FOUR LIMITED
VT-RRP,801787,Baramati Agro,Baramati Agro Limited,non-scheduled,#14/2025,2031-09-17,Bell407GXP,B407,Bell,Bell 407,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2025-04-03,54618,2015,BARAMATI AGRO LIMITED,-
VT-RRR,8017EF,Shivan Aadithya Air Services,Shivan Aadithya Air Services Pvt. Ltd.,non-scheduled,#05/2022,2027-07-20,BEECHCRAFT PREMIER 1A-390,PRM1,Hawker Beechcraft,Beechcraft Premier I,FW,6,6,passenger,ns-oper.pdf,2026-08-31,2026-05-31,2025-07-16,RB-295,2012,SHIVAN AADITHYA AIR SERVICES PRIVATE LIMITED,-
VT-RSG,800BD5,Saarthi Airways,Saarthi Airways Pvt. Ltd.,non-scheduled,#09/2010,2028-12-13,FALCON 2000EX,F2TH,Dassault,Dassault Falcon 2000,FW,9,9,passenger,ns-oper.pdf,2026-08-31,2017-03-07,,,,,
VT-RSL,8003CA,Flaps Aviation,Flaps Aviation Pvt. Ltd.,non-scheduled,#07/2022,2027-09-20,Beech Kingair C90A,BE9L,Beechcraft,Beechcraft King Air C90,FW,6,6,passenger,ns-oper.pdf,2026-08-31,2007-05-14,2018-05-30,LJ-1560,1999,FLAPS AVIATION PRIVATE LIMITED,-
VT-RSM,,VSR Ventures,VSR Ventures Pvt. Ltd.,non-scheduled,#07/2014,2028-04-20,BEECHCRAFT KING AIR B200,BE20,Beechcraft,Beechcraft King Air 200,FW,8,8,passenger,ns-oper.pdf,2026-08-31,2009-01-20,2018-06-25,BB-1758,2001,U.Y. AVIATION PVT LTD,-
VT-RSN,,Jet Serve Aviation,Jet Serve Aviation Pvt. Ltd.,non-scheduled,#02/2017,2029-02-09,Super King Air B-200,BE20,Beechcraft,Beechcraft King Air 200,FW,8,8,passenger,ns-oper.pdf,2026-08-31,2009-01-20,2018-02-13,BB-1631,1998,U.Y. AVIATION PVT LTD,-
VT-RTB,801590,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,A321-251NX,A21N,Airbus,Airbus A321neo,FW,192,192,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-04-27,11113,2023,Celestial Aviation Trading 62 Limited,Celestial Aviation Trading 62 Limited
VT-RTC,801591,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,A321-251NX,A21N,Airbus,Airbus A321neo,FW,192,192,passenger,sch-oper.pdf,2026-08-31,2023-06-15,2023-03-29,11156,2023,Celestial Aviation Trading 62 Limited,Celestial Aviation Trading 62 Limited
VT-RTD,801595,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,A321-251NX,A21N,Airbus,Airbus A321neo,FW,192,192,passenger,sch-oper.pdf,2026-08-31,2023-06-15,2023-03-24,11183,2023,Celestial Aviation Trading 62 Limited,Celestial Aviation Trading 62 Limited
VT-RTE,801594,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,A321-251NX,A21N,Airbus,Airbus A321neo,FW,192,192,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-05-18,11260,2023,Celestial Aviation Trading 62 Limited,Celestial Aviation Trading 62 Limited
VT-RTF,80160D,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-11-10,11705,2023,ZF Ireland Aircraft 101 Limited,ZF Ireland Aircraft 101 Limited
VT-RTG,801627,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-07-12,11780,2023,ZF Ireland Aircraft 102 Limited,ZF Ireland Aircraft 102 Limited
VT-RTH,801626,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-01-12,11779,2023,ZF Ireland Aircraft 103 Limited,ZF Ireland Aircraft 103 Limited
VT-RTI,801638,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-12-15,11844,2023,ZF Ireland Aircraft 104 Limited,ZF Ireland Aircraft 104 Limited
VT-RTJ,801645,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2024-01-25,11907,2024,AWAS AVIATION TRADING DESIGNATED ACTIVITY COMPANY,SAME AS OWNER
VT-RTK,801657,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2024-02-27,11972,2024,AWAS AVIATION TRADING DESIGNATED ACTIVITY COMPANY,SAME AS OWNER
VT-RTL,801671,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2024-03-26,11963,2024,AWAS AVIATION TRADING DESIGNATED ACTIVITY COMPANY,SAME AS OWNER
VT-RTM,801674,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-05-17,12023,2024,ZF IRELAND AIRCRAFT 105 LIMITED,SAME AS OWNER
VT-RTN,8016A7,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-07-05,12156,2024,ZF IRELAND AIRCRAFT 105 LIMITED,SAME AS OWNER
VT-RTO,801615,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-09-11,11754,2023,GY Aviation Lease 2201 Co Limited,GY Aviation Lease 2201 Co Limited
VT-RTP,80161C,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-11-16,11777,2023,"GY AVIATION LEASE 2201 CO., LIMITED","GY AVIATION LEASE 2201 CO., LIMITED"
VT-RTQ,801613,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-01-11,11764,2023,GY AVIATION LEASE 2201 CO LIMITED,GY AVIATION LEASE 2201 CO LIMITED
VT-RTS,801667,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2024-03-05,11985,2024,GY AVIATION LEASE 2202 CO LIMITED,SAME AS OWNER
VT-RTT,801625,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-11-28,11774,2023,"GY Aviation Lease 2202 Co., Limited","GY Aviation Lease 2202 Co., Limited"
VT-RTU,801640,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-12-28,11870,2023,"GY Aviation Lease 2202 Co., Limited","GY Aviation Lease 2202 Co., Limited"
VT-RTV,80164F,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2024-02-02,11927,2024,SMBC AVIATION CAPITAL LIMITED,SAME AS OWNER
VT-RTW,80164E,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-02-07,11933,2024,SMBC AVIATION CAPITAL LIMITED,SAME AS OWNER
VT-RTX,80165A,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2024-02-14,11940,2024,SMBC AVIATION CAPITAL LIMITED,SAME AS OWNER
VT-RTY,80167E,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2024-03-28,12016,2024,SMBC AVIATION CAPITAL LIMITED,SAME AS OWNER
VT-RTZ,80167F,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-05-01,12034,2024,SMBC AVIATION CAPITAL LIMITED,SAME AS OWNER
VT-RUN,,E-Factor Adventure Tourism (P),E-Factor Adventure Tourism (P) Ltd.,non-scheduled,#1/2008,2029-01-01,ULTRAMAGIC N-250 (HOT AIR BALLOON),BALL,Hot air balloon,Hot air balloon,B,10,10,passenger,ns-oper.pdf,2026-08-31,2025-09-30,,,,,
VT-SBJ,8015BE,Shraddha Energy and Infraprojects,Shraddha Energy and Infraprojects Private Limited,non-scheduled,#12/2023,2028-12-06,AS350B3,AS50,Airbus Helicopters,Airbus H125 (AS350),RW,5,5,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2023-08-24,9384,2023,SHRADDHA ENERGY AND INFRAPROJECTS PVT. LTD.,
VT-SCF,800373,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2026-08-31,2007-05-10,2011-02-24,,,BAYERN,BAYERN
VT-SCH,800401,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2026-08-31,2008-01-31,2011-02-24,,,BAYERN AIRCRAFT LIMITED,BAYERN AIRCRAFT LIMITED
VT-SCM,8004A7,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2026-08-31,2009-01-20,2011-02-24,,,INDIAN ORANGE LIMITED,INDIAN ORANGE LIMITED
VT-SCQ,800520,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2026-08-31,2010-06-30,2011-12-12,,,,
VT-SCR,800521,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2026-08-31,2010-06-30,2011-12-12,,,,
VT-SCV,80053F,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2026-08-31,2010-06-30,2009-12-02,,,,
VT-SDD,,Maharaja Aviation,Maharaja Aviation Pvt. Ltd.,non-scheduled,#07/2015,2027-08-26,ROBINSON R44,R44,Robinson,Robinson R44,RW,3,3,passenger,ns-oper.pdf,2026-08-31,2015-09-01,2018-09-10,1072,2001,M/S MAHARAJA AVIATION PVT LTD,-
VT-SDS,,Thumby Aviation,Thumby Aviation Pvt. Ltd.,non-scheduled,#02/2013,2029-03-24,EC130-T2,EC30,Airbus Helicopters,Airbus H130,RW,7,7,passenger,ns-oper.pdf,2026-08-31,2026-05-31,2025-07-08,9764,2025,SKYPULSE SOLUTIONS IFSC PRIVATE LIMITED,SKYPULSE SOLUTIONS IFSC PRIVATE LIMITED
VT-SES,,Syandan Aviation,Syandan Aviation Pvt. Ltd.,non-scheduled,#11/2025,2030-09-10,EC-130T2,EC30,Airbus Helicopters,Airbus H130,RW,7,7,passenger,ns-oper.pdf,2026-08-31,2026-05-31,2025-08-08,9770,2025,SKYPULSE SOLUTIONS IFSC PRIVATE LIMITED,SKYPULSE SOLUTIONS IFSC PRIVATE LIMITED
VT-SFB,800CF5,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-700F/800F,B737,Boeing,Boeing 737-700,FW,,Cargo,cargo,sch-oper.pdf,2026-08-31,2019-07-15,,,,,
VT-SFD,800D48,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-700F/800F,B737,Boeing,Boeing 737-700,FW,,Cargo,cargo,sch-oper.pdf,2026-08-31,2019-07-15,2019-04-24,30512,2000,"Bank of Utah Suite 110 salt lake city, Utah","NGF Alpha Limited John Rogerson's quay Dublin 2, Ireland"
VT-SFE,800DAE,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-700F/800F,B737,Boeing,Boeing 737-700,FW,,Cargo,cargo,sch-oper.pdf,2026-08-31,2019-09-30,2019-07-17,29084,1998,"Ngf Bravo Limited Dublin 2, Ireland",Same As Owner
VT-SFU,8014BA,Indo Pacific Aviation,Indo Pacific Aviation Pvt. Ltd.,non-scheduled,#03/1997,2028-10-14,Embraer EMB-135 (Legacy 600),E35L,Embraer,Embraer Legacy 600/650,FW,13,13,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2022-01-06,1450-1046,2008,INDO PACIFIC AVIATION PVT LTD,
VT-SGG,8005D5,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2026-08-31,2010-06-30,2017-12-04,36368,2010,FLY AIRCRAFT HOLIDINGS SEVEN LIMITED,FLY AIRCRAFT HOLDINGS SEVEN LIMITED
VT-SGJ,800614,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2026-08-31,2011-07-15,2018-05-18,29641,2005,AVIATOR ML 29641 LIMITED,AVIATOR ML 29641 LIMITED
VT-SGV,80067F,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2026-08-31,2012-03-01,2012-09-28,,,M/S NBB 37362 LEASE PARTNERSHIP,M/S NBB 37362 LEASE PARTNERSHIP
VT-SHE,,Skyhop Aviation,Skyhop Aviation Private limited,scheduled,SC-11,2029-04-23,Twin Otter DHC-6,DHC6,De Havilland Canada,DHC-6 Twin Otter,FW,18,18,passenger,sch-oper.pdf,2026-08-31,2026-05-31,,,,,
VT-SHG,800D9A,RPSG Resources,RPSG Resources Pvt Ltd.,non-scheduled,#08/2014,2028-06-25,Bombardier Global 5000,GLEX,Bombardier,Bombardier Global Express,FW,13,13,passenger,ns-oper.pdf,2026-08-31,2025-09-30,,,,,
VT-SHL,801734,Steamhouse India,Steamhouse India Ltd.,non-scheduled,#18/2025,2030-10-20,PA-46-350P,PA46,Piper,Piper,FW,4,4,passenger,ns-oper.pdf,2026-08-31,2026-05-31,2024-11-13,4636815,2023,SANJOO DYEING INC.,SAME AS OWNER
VT-SIL,,Aryan Aviation,Aryan Aviation Pvt. Ltd.,non-scheduled,#13/2009,2029-04-07,EUROCOPTER AS355N,AS55,Airbus Helicopters,Airbus AS355 Ecureuil 2,RW,5,5,passenger,ns-oper.pdf,2026-08-31,2006-01-20,2013-05-27,,,M/S SAHARA INTERNATIONAL AIRPORT PVT. LTD,
VT-SIM,,Aryan Aviation,Aryan Aviation Pvt. Ltd.,non-scheduled,#13/2009,2029-04-07,AS365N2 DAUPHIN,AS65,Airbus Helicopters,Airbus Dauphin (AS365),RW,5,5,passenger,ns-oper.pdf,2026-08-31,2006-01-20,2013-08-20,,,,
VT-SKB,,Sky One Airways,Sky One Airways Pvt. Ltd.,non-scheduled,#04/2013,2027-12-25,MI-172,MI17,Mil,Mil Mi-172,RW,26,26,passenger,ns-oper.pdf,2026-08-31,2015-03-26,2018-07-16,356C158,2006,CRJ AIRCRAFT LEASING LTD,CRJ AIRCRAFT LEASING LTD
VT-SKE,,Sky One Airways,Sky One Airways Pvt. Ltd.,non-scheduled,#04/2013,2027-12-25,MI-172,MI17,Mil,Mil Mi-172,RW,26,26,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2022-05-05,704C06,2002,BRANCH OF VIETNAM HELICOPTER CORPORATION- NORTHERN VIETNAM HELICOPTER,VOLARK LEASING IFSC PVT LTD
VT-SKH,801440,Sky One Airways,Sky One Airways Pvt. Ltd.,non-scheduled,#04/2013,2027-12-25,MI-171A2,MI17,Mil,Mil Mi-172,RW,19,19,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2021-06-16,171A02356 170104U,2019,STLC Europe Twenty Four Leasing Ltd,STLC Europe Twenty Four Leasing Ltd
VT-SKJ,8016D0,Everdeliver Logistics,Everdeliver Logistics Pvt. Ltd.,non-scheduled,#02/2025,2030-01-23,PC-12/47E,PC12,Pilatus,Pilatus PC-12,FW,8,8,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2024-09-05,2391,2024,EVERDELIVER LOGISTICS PRIVATE LIMITED,N/A
VT-SKN,8015D4,EHA Aviation,EHA Aviation Pvt. Ltd.,non-scheduled,#01/2022,2027-03-31,Cessna Citation 560XLS+,C56X,Cessna,Cessna Citation XLS,FW,9,9,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2023-09-13,560-6315,2021,EHA AVIATION PRIVATE LIMITED,
VT-SLA,800B80,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-700,B737,Boeing,Boeing 737-700,FW,149,149,passenger,sch-oper.pdf,2026-08-31,2016-02-10,,,,,
VT-SLB,800B81,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-700,B737,Boeing,Boeing 737-700,FW,149,149,passenger,sch-oper.pdf,2026-08-31,2016-02-10,,,,,
VT-SLC,800B82,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-900,B737,Boeing,Boeing 737,FW,212,212,passenger,sch-oper.pdf,2026-08-31,2016-02-10,,,,,
VT-SLD,800B83,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-900,B737,Boeing,Boeing 737,FW,212,212,passenger,sch-oper.pdf,2026-08-31,2016-02-10,,,,,
VT-SLF,800BC7,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2026-08-31,2017-03-07,2016-12-23,33593,2006,M/S SASOF III A13 AVIATION IRELAND DAC,M/S BLACKBIRD GINGER LIMITED
VT-SLG,800BC8,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2026-08-31,2017-07-20,2017-01-24,33594,2006,SASOF III A 13 AVIATION IRELAND DAC,SNOWY OWL LEASING LIMITED
VT-SLJ,800BCC,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2026-08-31,2017-03-07,2016-07-14,34273,2007,CITRINE AIRCRAFT LEASING LIMITED,CITRINE AIRCRAFT LEASING LIMITED
VT-SLK,,Flaps Aviation,Flaps Aviation Pvt. Ltd.,non-scheduled,#07/2022,2027-09-20,BEECH KING AIR C-90A,BE9L,Beechcraft,Beechcraft King Air C90,FW,6,6,passenger,ns-oper.pdf,2026-08-31,2006-11-30,,,,,
VT-SLM,800BCE,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2026-08-31,2017-03-07,2018-11-30,35063,2007,SASOF III (C) AVIATION IRELAND DAC,SASOF III C AVIATION IRELAND DAC
VT-SLP,800CBD,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-700,B737,Boeing,Boeing 737-700,FW,149,149,passenger,sch-oper.pdf,2026-08-31,2018-10-31,2018-05-07,36118,2009,VS MSN 36118 CAV DESIGNATED ACTIVITY COMPANY,VS MSN 36118 CAV DESIGNATED ACTIVITY COMPANY
VT-SMK,,Span Air,Span Air pvt. Ltd.,non-scheduled,#06/1995,2028-11-23,BELL-429,B429,Bell,Bell 429,RW,5,5,passenger,ns-oper.pdf,2026-08-31,2026-05-31,,,,,
VT-SMR,800B2F,Span Air,Span Air pvt. Ltd.,non-scheduled,#06/1995,2028-11-23,B 200 GT,BE20,Beechcraft,Beechcraft King Air 200,FW,9,9,passenger,ns-oper.pdf,2026-08-31,2015-03-26,2018-11-05,BY-212,2014,SPAN AIR PVT LTD,-
VT-SMS,800D81,Empire Aircraft Management Services,Empire Aircraft Management Services Pvt. Ltd.,non-scheduled,#08/2017,2027-03-31,King Air 250 (B200GT),BE20,Beechcraft,Beechcraft King Air 200,FW,7,7,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2019-09-26,BY-356,2019,"Bellary Iron Ores Private Ltd Hospet Road, Alipur, Ballari- 583104",Same As Owner
VT-SNB,800D06,MSPL,MSPL Ltd.,non-scheduled,#02/2009,2027-02-11,P-180 AVANTI II,P180,Piaggio,Piaggio P.180 Avanti,FW,8,8,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2018-12-05,3012,2018,MSPL LIMITED,-
VT-SNP,800661,Sobha Puravankara Aviation,Sobha Puravankara Aviation Pvt. Ltd.,non-scheduled,#03/2012,2028-03-14,GULFSTREAM G-200,GALX,Gulfstream,Gulfstream G200,FW,9,9,passenger,ns-oper.pdf,2026-08-31,2013-05-02,2012-01-19,,,,
VT-SQA,800D03,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2018-10-31,,,,,
VT-SQB,800D08,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2019-07-15,,,,,
